country,country_code,latitude,longitude
Antarctica,AQ,-84.2361,161.4952
Antarctica,AQ,-84.2492,161.3836
Antarctica,AQ,-84.2464,161.43
Antarctica,AQ,-84.2428,161.4889
Antarctica,AQ,-84.2816,161.3412
Antarctica,AQ,-84.2499,161.3831
Antarctica,AQ,-84.2469,161.3946
Antarctica,AQ,-84.2509,161.3854
Antarctica,AQ,-84.248,161.394
Antarctica,AQ,-84.2485,161.4299
Antarctica,AQ,-84.2491,161.416
Antarctica,AQ,-84.2482,161.3939
Antarctica,AQ,-84.2501,161.4238
Antarctica,AQ,-84.2507,161.3877
Antarctica,AQ,-84.2509,161.4315
Antarctica,AQ,-84.2372,161.4516
Antarctica,AQ,-84.2509,161.384
Antarctica,AQ,-84.2488,161.4258
Antarctica,AQ,-84.2469,161.4184
Antarctica,AQ,-84.2483,161.4378
Antarctica,AQ,-84.2465,161.4425
Antarctica,AQ,-84.2478,161.4412
Antarctica,AQ,-84.2481,161.4129
Antarctica,AQ,-84.2468,161.4626
Antarctica,AQ,-84.2508,161.378
Antarctica,AQ,-84.2485,161.4377
Antarctica,AQ,-84.2491,161.3836
Antarctica,AQ,-84.2501,161.3884
Antarctica,AQ,-84.2492,161.381
Antarctica,AQ,-84.2492,161.4046
Antarctica,AQ,-84.2413,161.4653
Antarctica,AQ,-84.2483,161.3934
Antarctica,AQ,-84.2977,161.2877
Antarctica,AQ,-84.2481,161.4236
Antarctica,AQ,-84.2484,161.4583
Antarctica,AQ,-84.2354,161.4854
Antarctica,AQ,-84.2478,161.3953
Antarctica,AQ,-84.2483,161.4504
Antarctica,AQ,-84.2471,161.4438
Antarctica,AQ,-84.2475,161.4642
Antarctica,AQ,-84.2491,161.3814
Antarctica,AQ,-84.2494,161.4072
Antarctica,AQ,-84.2503,161.381
Antarctica,AQ,-84.2476,161.3895
Antarctica,AQ,-84.2482,161.3871
Antarctica,AQ,-84.249,161.3791
Antarctica,AQ,-84.2476,161.4271
Antarctica,AQ,-84.2483,161.4296
Antarctica,AQ,-84.2481,161.4011
Antarctica,AQ,-84.2469,161.4457
Antarctica,AQ,-84.2492,161.3759
Antarctica,AQ,-84.2472,161.4309
Antarctica,AQ,-84.2479,161.4096
Antarctica,AQ,-84.2483,161.4605
Antarctica,AQ,-84.248,161.3867
Antarctica,AQ,-84.2503,161.388
Antarctica,AQ,-84.2477,161.3936
Antarctica,AQ,-84.2477,161.436
Antarctica,AQ,-84.2482,161.422
Antarctica,AQ,-84.2506,161.3875
Antarctica,AQ,-84.2511,161.4301
Antarctica,AQ,-84.2506,161.3855
Antarctica,AQ,-84.2494,161.388
Antarctica,AQ,-84.2517,161.4274
Antarctica,AQ,-84.2481,161.3927
Antarctica,AQ,-84.2483,161.3951
Antarctica,AQ,-84.2462,161.4264
Antarctica,AQ,-84.2508,161.3883
Antarctica,AQ,-84.2476,161.3911
Antarctica,AQ,-84.2477,161.4039
Antarctica,AQ,-84.2888,161.3356
Antarctica,AQ,-84.2906,161.3303
Antarctica,AQ,-84.2468,161.3953
Antarctica,AQ,-84.2461,161.4107
Antarctica,AQ,-84.2493,161.4411
Antarctica,AQ,-84.2504,161.4041
Antarctica,AQ,-84.2497,161.4041
Antarctica,AQ,-84.2494,161.3974
Antarctica,AQ,-84.2434,161.5016
Antarctica,AQ,-84.2491,161.433
Antarctica,AQ,-84.2506,161.447
Antarctica,AQ,-84.2504,161.4328
Antarctica,AQ,-84.2505,161.403
Antarctica,AQ,-84.2507,161.4077
Antarctica,AQ,-84.2466,161.4123
Antarctica,AQ,-84.2498,161.399
Antarctica,AQ,-84.2368,161.4469
Antarctica,AQ,-84.2475,161.3751
Antarctica,AQ,-84.2496,161.4293
Antarctica,AQ,-84.2513,161.4262
Antarctica,AQ,-84.2506,161.4031
Antarctica,AQ,-84.251,161.4585
Antarctica,AQ,-84.2466,161.4119
Antarctica,AQ,-84.2492,161.4563
Antarctica,AQ,-84.2503,161.4441
Antarctica,AQ,-84.2638,161.3501
Antarctica,AQ,-84.2511,161.4443
Antarctica,AQ,-84.2523,161.4671
Antarctica,AQ,-84.2516,161.4063
Antarctica,AQ,-84.2519,161.411
Antarctica,AQ,-84.2503,161.4057
Antarctica,AQ,-84.2505,161.402
Antarctica,AQ,-84.2474,161.3761
Antarctica,AQ,-84.2489,161.3698
Antarctica,AQ,-84.2397,161.5144
Antarctica,AQ,-84.2838,161.3277
Antarctica,AQ,-84.2388,161.4843
Antarctica,AQ,-84.2491,161.4096
Antarctica,AQ,-84.2501,161.3948
Antarctica,AQ,-84.2495,161.3859
Antarctica,AQ,-84.2515,161.3824
Antarctica,AQ,-84.2534,161.4208
Antarctica,AQ,-84.2452,161.4456
Antarctica,AQ,-84.2528,161.3995
Antarctica,AQ,-84.252,161.4034
Antarctica,AQ,-84.2537,161.4615
Antarctica,AQ,-84.2511,161.3712
Antarctica,AQ,-84.2451,161.4442
Antarctica,AQ,-84.2445,161.4317
Antarctica,AQ,-84.245,161.4548
Antarctica,AQ,-84.2443,161.4445
Antarctica,AQ,-84.2551,161.408
Antarctica,AQ,-84.2536,161.4032
Antarctica,AQ,-84.251,161.3706
Antarctica,AQ,-84.2514,161.3695
Antarctica,AQ,-84.2555,161.4043
Antarctica,AQ,-84.2544,161.3875
Antarctica,AQ,-84.2462,161.4102
Antarctica,AQ,-84.2512,161.4491
Antarctica,AQ,-84.2472,161.4194
Antarctica,AQ,-84.2496,161.3836
Antarctica,AQ,-84.2501,161.405
Antarctica,AQ,-84.251,161.4388
Antarctica,AQ,-84.2462,161.4076
Antarctica,AQ,-84.2506,161.4073
Antarctica,AQ,-84.2489,161.3719
Antarctica,AQ,-84.2494,161.3965
Antarctica,AQ,-84.249,161.4636
Antarctica,AQ,-84.2466,161.4076
Antarctica,AQ,-84.2509,161.4605
Antarctica,AQ,-84.2497,161.4034
Antarctica,AQ,-84.2462,161.4088
Antarctica,AQ,-84.2511,161.4576
Antarctica,AQ,-84.2519,161.4307
Antarctica,AQ,-84.2475,161.4136
Antarctica,AQ,-84.2485,161.3829
Antarctica,AQ,-84.2469,161.407
Antarctica,AQ,-84.2511,161.4135
Antarctica,AQ,-84.2502,161.406
Antarctica,AQ,-84.2505,161.3701
Antarctica,AQ,-84.2519,161.4071
Antarctica,AQ,-84.2508,161.4187
Antarctica,AQ,-84.2523,161.4541
Antarctica,AQ,-84.253,161.4017
Antarctica,AQ,-84.2508,161.4134
Antarctica,AQ,-84.2733,161.408
Antarctica,AQ,-84.2897,161.3361
Antarctica,AQ,-84.2699,161.3771
Antarctica,AQ,-84.2691,161.3885
Antarctica,AQ,-84.2687,161.4096
Antarctica,AQ,-84.2737,161.388
Antarctica,AQ,-84.2755,161.4003
Antarctica,AQ,-84.269,161.4238
Antarctica,AQ,-84.2696,161.4166
Antarctica,AQ,-84.2685,161.4249
Antarctica,AQ,-84.2694,161.3959
Antarctica,AQ,-84.2704,161.418
Antarctica,AQ,-84.288,161.3406
Antarctica,AQ,-84.2695,161.3645
Antarctica,AQ,-84.2673,161.3654
Antarctica,AQ,-84.2685,161.3706
Antarctica,AQ,-84.2698,161.3788
Antarctica,AQ,-84.2696,161.3788
Antarctica,AQ,-84.2695,161.3717
Antarctica,AQ,-84.2699,161.3776
Antarctica,AQ,-84.2675,161.3539
Antarctica,AQ,-84.2701,161.395
Antarctica,AQ,-84.2701,161.4222
Antarctica,AQ,-84.2683,161.3759
Antarctica,AQ,-84.2527,161.4556
Antarctica,AQ,-84.2515,161.3888
Antarctica,AQ,-84.2514,161.3717
Antarctica,AQ,-84.2517,161.409
Antarctica,AQ,-84.2534,161.4433
Antarctica,AQ,-84.2717,161.3996
Antarctica,AQ,-84.2711,161.4257
Antarctica,AQ,-84.2769,161.4081
Antarctica,AQ,-84.2673,161.4481
Antarctica,AQ,-84.2715,161.4063
Antarctica,AQ,-84.2727,161.4131
Antarctica,AQ,-84.2709,161.3873
Antarctica,AQ,-84.2734,161.4143
Antarctica,AQ,-84.2723,161.4026
Antarctica,AQ,-84.2726,161.3791
Antarctica,AQ,-84.2709,161.4058
Antarctica,AQ,-84.2748,161.3941
Antarctica,AQ,-84.273,161.4064
Antarctica,AQ,-84.2935,161.329
Antarctica,AQ,-84.2746,161.4262
Antarctica,AQ,-84.2719,161.4056
Antarctica,AQ,-84.2733,161.4024
Antarctica,AQ,-84.2708,161.3694
Antarctica,AQ,-84.2773,161.4041
Antarctica,AQ,-84.2728,161.4109
Antarctica,AQ,-84.2908,161.3384
Antarctica,AQ,-84.2716,161.4048
Antarctica,AQ,-84.2722,161.3718
Antarctica,AQ,-84.2645,161.3701
Antarctica,AQ,-84.2747,161.3915
Antarctica,AQ,-84.2733,161.3785
Antarctica,AQ,-84.2953,161.3221
Antarctica,AQ,-84.2708,161.3692
Antarctica,AQ,-84.267,161.4191
Antarctica,AQ,-84.27590000000001,161.4067
Antarctica,AQ,-84.275,161.398
Antarctica,AQ,-84.2665,161.4116
Antarctica,AQ,-84.2776,161.402
Antarctica,AQ,-84.2712,161.4164
Antarctica,AQ,-84.2719,161.3998
Antarctica,AQ,-84.2927,161.3532
Antarctica,AQ,-84.2715,161.3669
Antarctica,AQ,-84.2766,161.4107
Antarctica,AQ,-84.2775,161.4053
Antarctica,AQ,-84.2748,161.4177
Antarctica,AQ,-84.2665,161.3572
Antarctica,AQ,-84.2713,161.4123
Antarctica,AQ,-84.2724,161.4055
Antarctica,AQ,-84.2762,161.412
Antarctica,AQ,-84.2762,161.4097
Antarctica,AQ,-84.2718,161.4113
Antarctica,AQ,-84.2938,161.3224
Antarctica,AQ,-84.276,161.4069
Antarctica,AQ,-84.2786,161.3956
Antarctica,AQ,-84.2749,161.3846
Antarctica,AQ,-84.2856,161.3273
Antarctica,AQ,-84.2773,161.4068
Antarctica,AQ,-84.2769,161.406
Antarctica,AQ,-84.2772,161.4009
Antarctica,AQ,-84.2721,161.4123
Antarctica,AQ,-84.2711,161.3865
Antarctica,AQ,-84.2734,161.4033
Antarctica,AQ,-84.2722,161.4048
Antarctica,AQ,-84.2786,161.4061
Antarctica,AQ,-84.271,161.3684
Antarctica,AQ,-84.2765,161.4115
Antarctica,AQ,-84.2717,161.4045
Antarctica,AQ,-84.2748,161.3965
Antarctica,AQ,-84.2714,161.4044
Antarctica,AQ,-84.2722,161.4111
Antarctica,AQ,-84.2718,161.4018
Antarctica,AQ,-84.2781,161.3975
Antarctica,AQ,-84.2767,161.406
Antarctica,AQ,-84.2785,161.4012
Antarctica,AQ,-84.2767,161.4087
Antarctica,AQ,-84.2753,161.3797
Antarctica,AQ,-84.272,161.3652
Antarctica,AQ,-84.2739,161.3609
Antarctica,AQ,-84.2311,161.4868
Antarctica,AQ,-84.2371,161.5947
Antarctica,AQ,-84.2337,161.5694
Antarctica,AQ,-84.2744,161.3651
Antarctica,AQ,-84.2769,161.3956
Antarctica,AQ,-84.2321,161.5174
Antarctica,AQ,-84.2725,161.3626
Antarctica,AQ,-84.2305,161.5596
Antarctica,AQ,-84.2821,161.3769
Antarctica,AQ,-84.2746,161.3552
Antarctica,AQ,-84.2752,161.3768
Antarctica,AQ,-84.233,161.5467
Antarctica,AQ,-84.2829,161.3768
Antarctica,AQ,-84.2764,161.3577
Antarctica,AQ,-84.234,161.5439
Antarctica,AQ,-84.2719,161.3673
Antarctica,AQ,-84.2855,161.3596
Antarctica,AQ,-84.2324,161.4769
Antarctica,AQ,-84.2534,161.5145
Antarctica,AQ,-84.2782,161.3612
Antarctica,AQ,-84.2331,161.5464
Antarctica,AQ,-84.2859,161.3486
Antarctica,AQ,-84.2809,161.3679
Antarctica,AQ,-84.2719,161.356
Antarctica,AQ,-84.232,161.5134
Antarctica,AQ,-84.2716,161.3613
Antarctica,AQ,-84.2316,161.5091
Antarctica,AQ,-84.2798,161.3577
Antarctica,AQ,-84.23,161.5537
Antarctica,AQ,-84.2843,161.3617
Antarctica,AQ,-84.2324,161.553
Antarctica,AQ,-84.2872,161.3845
Antarctica,AQ,-84.2851,161.3798
Antarctica,AQ,-84.2313,161.4758
Antarctica,AQ,-84.2843,161.3634
Antarctica,AQ,-84.2341,161.4792
Antarctica,AQ,-84.272,161.3598
Antarctica,AQ,-84.2874,161.3423
Antarctica,AQ,-84.279,161.3717
Antarctica,AQ,-84.2875,161.3436
Antarctica,AQ,-84.2843,161.3873
Antarctica,AQ,-84.284,161.3649
Antarctica,AQ,-84.2353,161.5154
Antarctica,AQ,-84.2336,161.4898
Antarctica,AQ,-84.2353,161.5118
Antarctica,AQ,-84.2854,161.3865
Antarctica,AQ,-84.2805,161.3926
Antarctica,AQ,-84.2737,161.362
Antarctica,AQ,-84.2337,161.4632
Antarctica,AQ,-84.2351,161.4876
Antarctica,AQ,-84.2784,161.3514
Antarctica,AQ,-84.2835,161.3243
Antarctica,AQ,-84.28,161.3801
Antarctica,AQ,-84.2314,161.4647
Antarctica,AQ,-84.272,161.4106
Antarctica,AQ,-84.2704,161.3926
Antarctica,AQ,-84.2339,161.4987
Antarctica,AQ,-84.2862,161.3758
Antarctica,AQ,-84.2459,161.4014
Antarctica,AQ,-84.233,161.4755
Antarctica,AQ,-84.2311,161.4633
Antarctica,AQ,-84.234,161.4759
Antarctica,AQ,-84.2324,161.5229
Antarctica,AQ,-84.2317,161.5475
Antarctica,AQ,-84.2801,161.3634
Antarctica,AQ,-84.2349,161.5688
Antarctica,AQ,-84.2786,161.373
Unknown,Unknown,-84.2874,161.356
Unknown,Unknown,-84.2508,161.3694
Unknown,Unknown,-84.2506,161.4592
Unknown,Unknown,-84.2356,161.4487
Unknown,Unknown,-84.244,161.4312
Unknown,Unknown,-84.2699,161.4012
Unknown,Unknown,-84.2532,161.4193
Unknown,Unknown,-84.253,161.4042
Unknown,Unknown,-84.2447,161.4254
Unknown,Unknown,-84.2311,161.4461
Unknown,Unknown,-84.2499,161.4285
Unknown,Unknown,-84.2374,161.4937
Unknown,Unknown,-84.2523,161.3881
Unknown,Unknown,-84.2408,161.4487
Unknown,Unknown,-84.2914,161.5197
Unknown,Unknown,-84.2626,161.4496
Unknown,Unknown,-84.273,161.7208
Unknown,Unknown,-84.2741,161.6801
Unknown,Unknown,-84.2891,161.3741
Unknown,Unknown,-84.3837,162.0802
Unknown,Unknown,-84.273,161.7211
Unknown,Unknown,-84.274,161.6804
Unknown,Unknown,-84.2738,161.6865
Unknown,Unknown,-84.274,161.6805
Unknown,Unknown,-84.265,161.4055
Unknown,Unknown,-84.2739,161.6849
Unknown,Unknown,-84.2739,161.6836
Unknown,Unknown,-84.2738,161.6832
Unknown,Unknown,-84.2739,161.6845
Unknown,Unknown,-84.2738,161.6888
Unknown,Unknown,-84.274,161.6791
Unknown,Unknown,-84.2739,161.6848
Unknown,Unknown,-84.2737,161.6848
Unknown,Unknown,-84.2738,161.6855
Unknown,Unknown,-84.274,161.6806
Unknown,Unknown,-84.2723,161.4128
Unknown,Unknown,-84.274,161.6829
Unknown,Unknown,-84.2741,161.6786
Unknown,Unknown,-84.2739,161.684
Unknown,Unknown,-84.2739,161.6844
Unknown,Unknown,-84.2738,161.6848
Unknown,Unknown,-84.2738,161.6839
Unknown,Unknown,-84.2334,161.4818
Unknown,Unknown,-84.2541,161.394
Unknown,Unknown,-84.2739,161.6871
Unknown,Unknown,-84.3581,161.2451
Unknown,Unknown,-84.2738,161.6854
Unknown,Unknown,-84.2738,161.689
Unknown,Unknown,-84.2739,161.6847
Unknown,Unknown,-84.2737,161.6892
Unknown,Unknown,-84.2739,161.6833
Unknown,Unknown,-84.2737,161.6849
Unknown,Unknown,-84.2354,161.4398
Unknown,Unknown,-84.2738,161.6838
Unknown,Unknown,-84.2739,161.6843
Unknown,Unknown,-84.2724,161.4131
Unknown,Unknown,-84.2613,161.3546
Unknown,Unknown,-84.2738,161.6851
Unknown,Unknown,-84.272,161.4076
Unknown,Unknown,-84.2596,161.3601
Unknown,Unknown,-84.237,161.5119
Unknown,Unknown,-84.2738,161.6841
Unknown,Unknown,-84.2738,161.6858
Unknown,Unknown,-84.2654,161.4063
Unknown,Unknown,-84.2737,161.6867
Unknown,Unknown,-84.2739,161.682
Unknown,Unknown,-84.2726,161.4142
Unknown,Unknown,-84.2738,161.6846
Unknown,Unknown,-84.2723,161.4105
Unknown,Unknown,-84.2761,161.372
Unknown,Unknown,-84.269,161.3955
Unknown,Unknown,-84.2678,161.4127
Unknown,Unknown,-84.2631,161.3931
Unknown,Unknown,-84.2679,161.403
Unknown,Unknown,-84.2893,161.3701
Unknown,Unknown,-84.2433,161.449
Unknown,Unknown,-84.2417,161.4792
Unknown,Unknown,-84.2428,161.45
Unknown,Unknown,-84.2436,161.4531
Unknown,Unknown,-84.2858,161.332
Unknown,Unknown,-84.2738,161.6853
Unknown,Unknown,-84.2667,161.5
Unknown,Unknown,34.0083,-103.6028
Unknown,Unknown,34.0,-81.25
Unknown,Unknown,40.5,112.5
Unknown,Unknown,35.6667,-80.25
Unknown,Unknown,34.655,-101.64
Unknown,Unknown,31.55,-87.5167
Unknown,Unknown,39.3667,-103.1667
Unknown,Unknown,35.8667,-81.9167
Unknown,Unknown,41.4333,-96.9667
Unknown,Unknown,49.0833,42.5167
Unknown,Unknown,-35.95,143.3333
Unknown,Unknown,34.3867,-112.0283
Unknown,Unknown,33.6918,-113.6361
Unknown,Unknown,-24.1383,115.8717
Unknown,Unknown,38.3833,-98.0167
Unknown,Unknown,38.44,-98.0667
Unknown,Unknown,37.6833,-105.7
Unknown,Unknown,34.5167,-117.9833
Unknown,Unknown,45.6,-110.5833
Unknown,Unknown,36.4167,-85.25
Unknown,Unknown,29.8517,111.5983
Unknown,Unknown,30.522100000000002,-99.737
Unknown,Unknown,34.15,-101.3
Unknown,Unknown,33.3333,-84.1
Unknown,Unknown,36.5833,-100.2
Unknown,Unknown,46.1,-111.4
Unknown,Unknown,39.4167,-79.15
Unknown,Unknown,50.0096,-95.3854
Unknown,Unknown,34.2597,-101.4083
Unknown,Unknown,41.5,-91.4792
Unknown,Unknown,-81.3333,152.8333
Unknown,Unknown,39.9333,-99.6
Unknown,Unknown,29.3,105.3
Unknown,Unknown,27.35,108.5
Unknown,Unknown,-30.0906,128.8058
Unknown,Unknown,40.4667,-99.5
Unknown,Unknown,-30.6,127.1667
Unknown,Unknown,-30.13,127.3827
Unknown,Unknown,-30.535800000000002,127.3397
Unknown,Unknown,32.9917,-102.3883
Unknown,Unknown,32.9833,-102.3883
Unknown,Unknown,41.0333,-102.8833
Unknown,Unknown,26.0167,-111.3667
Unknown,Unknown,-28.9725,-63.3411
Unknown,Unknown,34.8125,-106.7917
Unknown,Unknown,19.2667,-97.2833
Unknown,Unknown,-29.4167,-66.85
Unknown,Unknown,-24.7,-69.75
Unknown,Unknown,-24.6833,-69.7667
Unknown,Unknown,39.1242,-98.1678
Unknown,Unknown,33.2894,-102.5431
Unknown,Unknown,37.65,-105.7333
Unknown,Unknown,34.25,-84.5
Unknown,Unknown,-8.65,115.2167
Unknown,Unknown,-34.45,140.5667
Unknown,Unknown,33.6,-101.7333
Unknown,Unknown,34.5,-116.95
Unknown,Unknown,34.5013,-116.9647
Unknown,Unknown,34.5095,-116.9558
Unknown,Unknown,34.5125,-116.9508
Unknown,Unknown,34.4879,-116.9488
Unknown,Unknown,34.4887,-116.9498
Unknown,Unknown,34.4918,-116.943
Unknown,Unknown,34.4931,-116.9466
Unknown,Unknown,34.4906,-116.9503
Unknown,Unknown,34.4909,-116.9504
Unknown,Unknown,34.4955,-116.9471
Unknown,Unknown,34.5109,-116.9355
Unknown,Unknown,34.5001,-116.9422
Unknown,Unknown,34.4871,-116.9534
Unknown,Unknown,34.4875,-116.9557
Unknown,Unknown,34.487,-116.956
Unknown,Unknown,34.4871,-116.958
Unknown,Unknown,34.4871,-116.9578
Unknown,Unknown,34.4901,-116.9498
Unknown,Unknown,34.4868,-116.9584
Unknown,Unknown,34.4879,-116.9564
Unknown,Unknown,34.4889,-116.9522
Unknown,Unknown,34.4921,-116.9431
Unknown,Unknown,34.4898,-116.9428
Unknown,Unknown,34.486,-116.9637
Unknown,Unknown,34.4846,-116.9625
Unknown,Unknown,34.4841,-116.9608
Unknown,Unknown,34.487,-116.9651
Unknown,Unknown,34.4874,-116.9735
Unknown,Unknown,34.4861,-116.9739
Unknown,Unknown,34.4867,-116.9583
Unknown,Unknown,34.4847,-116.9611
Unknown,Unknown,34.4873,-116.9583
Unknown,Unknown,34.525,-116.9533
Unknown,Unknown,34.486,-116.9728
Unknown,Unknown,34.5109,-116.9396
Unknown,Unknown,34.4897,-116.9813
Unknown,Unknown,34.4882,-116.978
Unknown,Unknown,34.4808,-116.9788
Unknown,Unknown,34.4815,-116.9532
Unknown,Unknown,34.4887,-116.9788
Unknown,Unknown,34.4871,-116.9615
Unknown,Unknown,34.4866,-116.9592
Unknown,Unknown,34.4866,-116.9564
Unknown,Unknown,34.4856,-116.9567
Unknown,Unknown,34.4873,-116.9605
Unknown,Unknown,34.4874,-116.9607
Unknown,Unknown,34.486,-116.9559
Unknown,Unknown,34.4839,-116.9501
Unknown,Unknown,17.9,-77.6333
Unknown,Unknown,32.8361,-99.6042
Unknown,Unknown,34.0,-106.9667
Unknown,Unknown,-34.6667,-59.3667
Unknown,Unknown,38.3992,-115.9967
Unknown,Unknown,39.1167,-98.6833
Unknown,Unknown,40.7497,-97.7497
Unknown,Unknown,42.7667,-104.35
Unknown,Unknown,-27.0,-70.0
Unknown,Unknown,-31.0167,127.2167
Unknown,Unknown,-31.3995,127.1447
Unknown,Unknown,-21.3,24.1028
Unknown,Unknown,-84.2167,160.5
Unknown,Unknown,-76.9667,162.0
Unknown,Unknown,34.2167,-103.9167
Unknown,Unknown,44.5,-77.4667
Unknown,Unknown,-16.9025,30.4072
Unknown,Unknown,49.3333,19.4833
Unknown,Unknown,50.0,8.2667
Unknown,Unknown,25.5957,15.4225
Unknown,Unknown,40.6265,-118.4103
Unknown,Unknown,40.6283,-118.4167
Unknown,Unknown,40.6308,-118.4092
Unknown,Unknown,40.6167,-118.3847
Unknown,Unknown,-46.3167,168.4
Unknown,Unknown,63.3333,148.1667
Unknown,Unknown,-24.9167,16.9833
Unknown,Unknown,40.892,-118.5532
Unknown,Unknown,-33.5667,136.65
Unknown,Unknown,34.849,-99.704
Unknown,Unknown,45.44,-79.8756
Unknown,Unknown,44.3333,106.5
Unknown,Unknown,-23.45,-70.1167
Unknown,Unknown,42.1833,-95.7167
Unknown,Unknown,-30.3,131.2667
Unknown,Unknown,50.8167,8.7667
Unknown,Unknown,42.2911,-88.6256
Unknown,Unknown,-22.3,-45.3667
Unknown,Unknown,-22.3333,-69.6667
Unknown,Unknown,33.25,-112.05
Unknown,Unknown,47.9,37.5
Unknown,Unknown,38.3667,-97.0333
Unknown,Unknown,52.4,79.8
Unknown,Unknown,52.4241,79.6813
Unknown,Unknown,34.6,-97.9167
Unknown,Unknown,37.0,-88.25
Unknown,Unknown,42.45,-103.3
Unknown,Unknown,31.5,-96.8833
Unknown,Unknown,54.25,84.3333
Unknown,Unknown,-29.95,128.0833
Unknown,Unknown,11.35,16.15
Unknown,Unknown,-21.0909,26.4859
Unknown,Unknown,39.4744,-96.925
Unknown,Unknown,53.775,-115.0333
Unknown,Unknown,37.3083,-97.545
Unknown,Unknown,36.3833,-79.8667
Unknown,Unknown,-9.1167,33.0667
Unknown,Unknown,33.75,-100.9333
Unknown,Unknown,40.02,-100.7833
Unknown,Unknown,38.525,-99.81
Unknown,Unknown,32.925,-102.625
Unknown,Unknown,33.1833,-96.7167
Unknown,Unknown,35.2333,-100.6
Unknown,Unknown,33.3314,-102.2689
Unknown,Unknown,-23.1,-70.5
Unknown,Unknown,-28.85,116.2833
Unknown,Unknown,49.7833,35.6
Unknown,Unknown,34.3833,-103.6167
Unknown,Unknown,34.3983,-103.605
Unknown,Unknown,38.525,-95.7806
Unknown,Unknown,-33.1667,141.75
Unknown,Unknown,-32.9167,141.8833
Unknown,Unknown,-33.1333,141.7167
Unknown,Unknown,-34.6667,-59.3333
Unknown,Unknown,-26.3333,-70.2833
Unknown,Unknown,31.4261,-100.1333
Unknown,Unknown,-1.9462000000000002,354.4733
Unknown,Unknown,31.2667,-100.8333
Unknown,Unknown,-32.7583,21.6833
Unknown,Unknown,37.1667,-108.5
Unknown,Unknown,33.35,10.4
Unknown,Unknown,33.35,10.4333
Unknown,Unknown,33.4033,10.4583
Unknown,Unknown,33.2503,10.3892
Unknown,Unknown,-79.6833,159.75
Unknown,Unknown,-79.6833,155.75
Unknown,Unknown,60.65,27.0667
Unknown,Unknown,35.6667,-100.6
Unknown,Unknown,44.75,-79.8833
Unknown,Unknown,-27.8333,150.3333
Unknown,Unknown,50.7972,-114.3094
Unknown,Unknown,32.8353,-81.8739
Unknown,Unknown,38.625,-96.0228
Unknown,Unknown,-72.6842,161.3158
Unknown,Unknown,-72.7023,160.3375
Unknown,Unknown,-72.6936,160.2683
Unknown,Unknown,-72.67,160.2427
Unknown,Unknown,-71.9035,160.4898
Unknown,Unknown,-83.25,157.0
Unknown,Unknown,-26.3333,121.0
Unknown,Unknown,36.23,-104.1189
Unknown,Unknown,-26.1167,116.6667
Unknown,Unknown,33.6333,-103.3333
Unknown,Unknown,40.2875,-95.3767
Unknown,Unknown,-18.5,-44.0
Unknown,Unknown,36.55,-93.1
Unknown,Unknown,29.9089,29.9083
Unknown,Unknown,43.3167,-100.7667
Unknown,Unknown,16.8,-97.1
Unknown,Unknown,-35.95,144.5167
Unknown,Unknown,36.5572,-114.4269
Unknown,Unknown,29.8,-109.6667
Unknown,Unknown,32.73,-113.71
Unknown,Unknown,55.9,66.7
Unknown,Unknown,-33.2833,148.8833
Unknown,Unknown,31.4833,-102.8833
Unknown,Unknown,49.55,4.8667
Unknown,Unknown,-29.4,139.9833
Unknown,Unknown,36.95,-84.9
Unknown,Unknown,-23.9333,-68.2833
Unknown,Unknown,32.5033,-102.7433
Unknown,Unknown,-30.9167,151.2833
Unknown,Unknown,-30.0167,141.0667
Unknown,Unknown,-28.9167,136.25
Unknown,Unknown,52.4667,16.9
Unknown,Unknown,-30.5,142.3333
Unknown,Unknown,34.9833,-106.05
Unknown,Unknown,27.05,-105.4333
Unknown,Unknown,39.3333,-100.0667
Unknown,Unknown,-26.3725,23.5239
Unknown,Unknown,62.0,7.6667000000000005
Unknown,Unknown,42.1833,-103.9333
Unknown,Unknown,36.2,-83.3833
Unknown,Unknown,-27.0,-51.0
Unknown,Unknown,-24.2467,-68.8533
Unknown,Unknown,45.5,-119.5
Unknown,Unknown,33.7167,-102.7667
Unknown,Unknown,-44.8167,171.1333
Unknown,Unknown,37.6333,-105.8333
Unknown,Unknown,-30.1,28.7167
Unknown,Unknown,35.75,-103.9333
Unknown,Unknown,-33.3167,144.7833
Unknown,Unknown,-31.1,138.2667
Unknown,Unknown,-30.8167,29.35
Unknown,Unknown,-77.5839,160.3264
Unknown,Unknown,-77.5839,160.3736
Unknown,Unknown,-77.2092,159.7612
Unknown,Unknown,-77.2,159.8333
Unknown,Unknown,-29.45,119.7167
Unknown,Unknown,-32.3333,151.2
Unknown,Unknown,-22.5,116.1667
Unknown,Unknown,-24.7667,117.7
Unknown,Unknown,-87.3667,-149.5
Unknown,Unknown,39.7833,-77.2167
Unknown,Unknown,-25.8767,119.0733
Unknown,Unknown,-28.1667,118.5
Unknown,Unknown,-28.8333,122.1833
Unknown,Unknown,2.5,34.75
Unknown,Unknown,42.7,-77.8833
Unknown,Unknown,44.0,-89.25
Unknown,Unknown,38.4167,-106.2167
Unknown,Unknown,-25.6667,118.1
Unknown,Unknown,-86.5667,-165.1167
Unknown,Unknown,-23.8333,134.0333
Unknown,Unknown,36.9333,-87.4
Unknown,Unknown,-72.45,160.335
