"","reclat","reclong","lat_lng"
"8215",-72.9953,75.2044,"-72.9953,75.2044"
"8216",-72.9944,75.205,"-72.9944,75.205"
"8217",-73.0139,75.2708,"-73.0139,75.2708"
"8218",-73.005,75.2722,"-73.005,75.2722"
"8219",-72.9903,75.2778,"-72.9903,75.2778"
"8220",-72.9956,75.2206,"-72.9956,75.2206"
"8221",-72.9964,75.2169,"-72.9964,75.2169"
"8222",-72.9964,75.2128,"-72.9964,75.2128"
"8223",-72.9967,75.2083,"-72.9967,75.2083"
"8224",-72.9964,75.2078,"-72.9964,75.2078"
"8225",-73.0022,75.2831,"-73.0022,75.2831"
"8226",-73.0036,75.2528,"-73.0036,75.2528"
"8227",-73.0036,75.2514,"-73.0036,75.2514"
"8228",-72.9994,75.2611,"-72.9994,75.2611"
"8229",-72.9958,75.2275,"-72.9958,75.2275"
"8230",-72.9956,75.2064,"-72.9956,75.2064"
"8231",-72.9953,75.2067,"-72.9953,75.2067"
"8232",-72.9944,75.2042,"-72.9944,75.2042"
"8233",-72.9944,75.2044,"-72.9944,75.2044"
"8234",-72.9975,75.2042,"-72.9975,75.2042"
"8235",-72.9972,75.2039,"-72.9972,75.2039"
"8236",-72.9942,75.2044,"-72.9942,75.2044"
"8237",-72.9967,75.2181,"-72.9967,75.2181"
"8238",-72.99,75.2617,"-72.99,75.2617"
"8239",-72.9814,75.26,"-72.9814,75.26"
"8240",-72.9808,75.2556,"-72.9808,75.2556"
"8241",-72.9808,75.2561,"-72.9808,75.2561"
"8242",-72.98,75.2564,"-72.98,75.2564"
"8243",-72.9803,75.2556,"-72.9803,75.2556"
"8244",-72.9803,75.2547,"-72.9803,75.2547"
"8245",-72.9814,75.2497,"-72.9814,75.2497"
"8246",-72.9797,75.2564,"-72.9797,75.2564"
"8247",-72.9806,75.2556,"-72.9806,75.2556"
"8248",-72.98,75.26,"-72.98,75.26"
"8249",-72.9819,75.2517,"-72.9819,75.2517"
"8250",-72.9786,75.2661,"-72.9786,75.2661"
"8251",-72.9792,75.2656,"-72.9792,75.2656"
"8252",-72.9767,75.2669,"-72.9767,75.2669"
"8253",-72.9792,75.2658,"-72.9792,75.2658"
"8254",-72.9789,75.2647,"-72.9789,75.2647"
"8255",-72.9792,75.2581,"-72.9792,75.2581"
"8256",-72.9783,75.2589,"-72.9783,75.2589"
"8257",-72.9772,75.2603,"-72.9772,75.2603"
"8258",-72.9778,75.26,"-72.9778,75.26"
"8259",-72.9786,75.2608,"-72.9786,75.2608"
"8260",-72.9794,75.2603,"-72.9794,75.2603"
"8261",-72.9775,75.2608,"-72.9775,75.2608"
"8262",-72.9806,75.2625,"-72.9806,75.2625"
"8263",-72.9814,75.2639,"-72.9814,75.2639"
"8264",-72.9822,75.2658,"-72.9822,75.2658"
"8265",-72.9767,75.2603,"-72.9767,75.2603"
"8266",-72.9769,75.2611,"-72.9769,75.2611"
"8267",-72.9772,75.2614,"-72.9772,75.2614"
"8268",-72.9781,75.2606,"-72.9781,75.2606"
"8269",-72.98,75.2589,"-72.98,75.2589"
"8270",-72.9792,75.2628,"-72.9792,75.2628"
"8271",-72.9806,75.2583,"-72.9806,75.2583"
"8272",-72.9786,75.255,"-72.9786,75.255"
"8273",-72.9783,75.2572,"-72.9783,75.2572"
"8274",-72.9772,75.2586,"-72.9772,75.2586"
"8275",-72.9775,75.2639,"-72.9775,75.2639"
"8276",-72.9778,75.2578,"-72.9778,75.2578"
"8277",-72.9769,75.2569,"-72.9769,75.2569"
"8278",-72.9778,75.2617,"-72.9778,75.2617"
"8279",-72.9775,75.2553,"-72.9775,75.2553"
"8280",-72.9764,75.2672,"-72.9764,75.2672"
"8281",-72.9775,75.2653,"-72.9775,75.2653"
"8282",-72.9775,75.2658,"-72.9775,75.2658"
"8283",-72.9769,75.2675,"-72.9769,75.2675"
"8284",-72.9778,75.2656,"-72.9778,75.2656"
"8285",-72.9797,75.2633,"-72.9797,75.2633"
"8286",-72.9797,75.2636,"-72.9797,75.2636"
"8287",-72.9806,75.2642,"-72.9806,75.2642"
"8288",-72.9808,75.2611,"-72.9808,75.2611"
"8289",-72.9772,75.2683,"-72.9772,75.2683"
"8290",-72.9772,75.2681,"-72.9772,75.2681"
"8291",-72.9772,75.2678,"-72.9772,75.2678"
"8292",-72.9767,75.2708,"-72.9767,75.2708"
"8293",-72.9786,75.2611,"-72.9786,75.2611"
"8294",-72.9783,75.2606,"-72.9783,75.2606"
"8295",-72.9789,75.2611,"-72.9789,75.2611"
"8296",-72.9761,75.2669,"-72.9761,75.2669"
"8297",-72.9764,75.265,"-72.9764,75.265"
"8298",-72.9767,75.2658,"-72.9767,75.2658"
"8299",-72.9764,75.2631,"-72.9764,75.2631"
"8300",-72.9775,75.2631,"-72.9775,75.2631"
"8301",-72.9781,75.2636,"-72.9781,75.2636"
"8302",-72.9781,75.2633,"-72.9781,75.2633"
"8303",-72.9781,75.2603,"-72.9781,75.2603"
"8304",-72.9761,75.2664,"-72.9761,75.2664"
"8305",-72.9764,75.2639,"-72.9764,75.2639"
"8306",-72.7817,75.3028,"-72.7817,75.3028"
"8307",-72.9792,75.2617,"-72.9792,75.2617"
"8308",-72.9781,75.2619,"-72.9781,75.2619"
"8309",-72.9792,75.2669,"-72.9792,75.2669"
"8310",-72.9775,75.2642,"-72.9775,75.2642"
"8311",-72.9944,75.2644,"-72.9944,75.2644"
"8312",-72.9944,75.2636,"-72.9944,75.2636"
"8313",-72.9947,75.2633,"-72.9947,75.2633"
"8314",-72.9781,75.2631,"-72.9781,75.2631"
"8315",-72.9775,75.2672,"-72.9775,75.2672"
"8316",-72.9786,75.2592,"-72.9786,75.2592"
"8317",-72.9783,75.2594,"-72.9783,75.2594"
"8318",-72.9844,75.225,"-72.9844,75.225"
"8319",-72.9925,75.2064,"-72.9925,75.2064"
"8320",-72.9872,75.2097,"-72.9872,75.2097"
"8321",-72.9917,75.2222,"-72.9917,75.2222"
"8322",-73.0008,75.2172,"-73.0008,75.2172"
"8323",-72.9936,75.2181,"-72.9936,75.2181"
"8324",-72.9833,75.2142,"-72.9833,75.2142"
"8325",-72.9881,75.2167,"-72.9881,75.2167"
"8326",-72.9831,75.2292,"-72.9831,75.2292"
"8327",-72.9861,75.2139,"-72.9861,75.2139"
"8328",-72.9883,75.2036,"-72.9883,75.2036"
"8329",-72.9883,75.2014,"-72.9883,75.2014"
"8330",-72.9897,75.2175,"-72.9897,75.2175"
"8331",-72.9897,75.2183,"-72.9897,75.2183"
"8332",-72.9789,75.2608,"-72.9789,75.2608"
"8333",-72.9839,75.2464,"-72.9839,75.2464"
"8334",-72.9833,75.2511,"-72.9833,75.2511"
"8335",-72.9842,75.2453,"-72.9842,75.2453"
"8336",-72.9836,75.2511,"-72.9836,75.2511"
"8337",-72.9842,75.2469,"-72.9842,75.2469"
"8338",-72.9836,75.2472,"-72.9836,75.2472"
"8339",-72.9839,75.2456,"-72.9839,75.2456"
"8340",-72.9839,75.25,"-72.9839,75.25"
"8341",-72.9833,75.2494,"-72.9833,75.2494"
"8342",-72.9833,75.2464,"-72.9833,75.2464"
"8343",-72.9839,75.2467,"-72.9839,75.2467"
"8344",-72.9836,75.2458,"-72.9836,75.2458"
"8345",-72.9458,75.2667,"-72.9458,75.2667"
"8346",-72.9431,75.275,"-72.9431,75.275"
"8347",-72.9411,75.2903,"-72.9411,75.2903"
"8348",-72.9417,75.2919,"-72.9417,75.2919"
"8349",-72.935,75.325,"-72.935,75.325"
"8350",-72.9353,75.3247,"-72.9353,75.3247"
"8351",-72.9353,75.3242,"-72.9353,75.3242"
"8352",-72.9397,75.3014,"-72.9397,75.3014"
"8353",-72.9347,75.3167,"-72.9347,75.3167"
"8354",-72.9347,75.3158,"-72.9347,75.3158"
"8355",-72.9422,75.2903,"-72.9422,75.2903"
"8356",-72.9594,75.3103,"-72.9594,75.3103"
"8357",-72.9356,75.3464,"-72.9356,75.3464"
"8358",-72.9367,75.345,"-72.9367,75.345"
"8359",-72.9669,75.2733,"-72.9669,75.2733"
"8360",-72.9361,75.3089,"-72.9361,75.3089"
"8361",-72.9425,75.2997,"-72.9425,75.2997"
"8362",-72.9467,75.3058,"-72.9467,75.3058"
"8363",-72.9417,75.3058,"-72.9417,75.3058"
"8364",-72.9425,75.3167,"-72.9425,75.3167"
"8365",-72.9414,75.3006,"-72.9414,75.3006"
"8366",-72.9431,75.2967,"-72.9431,75.2967"
"8367",-72.9492,75.2925,"-72.9492,75.2925"
"8368",-72.9444,75.2986,"-72.9444,75.2986"
"8369",-72.9517,75.2736,"-72.9517,75.2736"
"8370",-72.9483,75.2656,"-72.9483,75.2656"
"8371",-72.9486,75.265,"-72.9486,75.265"
"8372",-72.9486,75.2636,"-72.9486,75.2636"
"8373",-72.945,75.2608,"-72.945,75.2608"
"8374",-72.9461,75.2692,"-72.9461,75.2692"
"8375",-72.9464,75.2833,"-72.9464,75.2833"
"8376",-72.9589,75.28,"-72.9589,75.28"
"8377",-72.9367,75.3014,"-72.9367,75.3014"
"8378",-72.9353,75.32,"-72.9353,75.32"
"8379",-72.935,75.3186,"-72.935,75.3186"
"8380",-72.9347,75.3203,"-72.9347,75.3203"
"8381",-72.9492,75.2586,"-72.9492,75.2586"
"8382",-72.9361,75.3136,"-72.9361,75.3136"
"8383",-72.9364,75.3142,"-72.9364,75.3142"
"8384",-72.9533,75.2281,"-72.9533,75.2281"
"8385",-72.9594,75.2369,"-72.9594,75.2369"
"8386",-72.9594,75.2161,"-72.9594,75.2161"
"8387",-72.9608,75.2472,"-72.9608,75.2472"
"8388",-72.9608,75.2253,"-72.9608,75.2253"
"8389",-72.9642,75.2392,"-72.9642,75.2392"
"8390",-72.9631,75.2147,"-72.9631,75.2147"
"8391",-72.9625,75.2258,"-72.9625,75.2258"
"8392",-72.9647,75.2164,"-72.9647,75.2164"
"8393",-72.9656,75.2431,"-72.9656,75.2431"
"8394",-72.9603,75.2203,"-72.9603,75.2203"
"8395",-72.9639,75.2222,"-72.9639,75.2222"
"8396",-72.9628,75.2461,"-72.9628,75.2461"
"8397",-72.9347,75.3217,"-72.9347,75.3217"
"8398",-72.935,75.3139,"-72.935,75.3139"
"8399",-72.9347,75.3219,"-72.9347,75.3219"
"8400",-72.9347,75.3208,"-72.9347,75.3208"
"8401",-72.9353,75.3222,"-72.9353,75.3222"
"8402",-72.9361,75.3056,"-72.9361,75.3056"
"8403",-72.9353,75.3167,"-72.9353,75.3167"
"8404",-72.9344,75.325,"-72.9344,75.325"
"8405",-72.9342,75.3222,"-72.9342,75.3222"
"8406",-72.9383,75.2897,"-72.9383,75.2897"
"8407",-72.9383,75.2903,"-72.9383,75.2903"
"8408",-72.9403,75.2858,"-72.9403,75.2858"
"8409",-72.9333,75.3353,"-72.9333,75.3353"
"8410",-72.9342,75.3258,"-72.9342,75.3258"
"8411",-72.9433,75.2717,"-72.9433,75.2717"
"8412",-72.9631,75.2392,"-72.9631,75.2392"
"8413",-72.9603,75.2222,"-72.9603,75.2222"
"8414",-72.9639,75.2161,"-72.9639,75.2161"
"8415",-72.9628,75.2389,"-72.9628,75.2389"
"8416",-72.9653,75.2153,"-72.9653,75.2153"
"8417",-72.9633,75.2178,"-72.9633,75.2178"
"8418",-72.965,75.2203,"-72.965,75.2203"
"8419",-72.9631,75.2244,"-72.9631,75.2244"
"8420",-72.9625,75.2342,"-72.9625,75.2342"
"8421",-72.9633,75.2558,"-72.9633,75.2558"
"8422",-72.9619,75.2556,"-72.9619,75.2556"
"8423",-72.9639,75.2253,"-72.9639,75.2253"
"8424",-72.9614,75.2247,"-72.9614,75.2247"
"8425",-72.9658,75.23,"-72.9658,75.23"
"8426",-72.9356,75.2983,"-72.9356,75.2983"
"8427",-72.8522,75.2194,"-72.8522,75.2194"
"8428",-72.8544,75.2108,"-72.8544,75.2108"
"8429",-72.8272,75.2808,"-72.8272,75.2808"
"8430",-72.8244,75.2917,"-72.8244,75.2917"
"8431",-72.8247,75.2919,"-72.8247,75.2919"
"8432",-72.8247,75.2914,"-72.8247,75.2914"
"8433",-72.825,75.3567,"-72.825,75.3567"
"8434",-72.825,75.3564,"-72.825,75.3564"
"8435",-72.825,75.3561,"-72.825,75.3561"
"8436",-72.8228,75.2964,"-72.8228,75.2964"
"8437",-72.9417,75.2775,"-72.9417,75.2775"
"8438",-72.9628,75.2256,"-72.9628,75.2256"
"8439",-72.9961,75.2033,"-72.9961,75.2033"
"8440",-72.9958,75.2039,"-72.9958,75.2039"
"8441",-72.9775,75.2169,"-72.9775,75.2169"
"8442",-72.7753,75.3247,"-72.7753,75.3247"
"8443",-72.7742,75.3317,"-72.7742,75.3317"
"8444",-72.7739,75.3369,"-72.7739,75.3369"
"8445",-72.7733,75.3322,"-72.7733,75.3322"
"8446",-72.7736,75.3336,"-72.7736,75.3336"
"8447",-72.7744,75.3231,"-72.7744,75.3231"
"8448",-72.7939,75.2819,"-72.7939,75.2819"
"8449",-72.7833,75.2819,"-72.7833,75.2819"
"8450",-72.7836,75.2975,"-72.7836,75.2975"
"8451",-72.7856,75.2958,"-72.7856,75.2958"
"8452",-72.7892,75.2858,"-72.7892,75.2858"
"8453",-72.7917,75.2908,"-72.7917,75.2908"
"8454",-72.7925,75.2919,"-72.7925,75.2919"
"8455",-72.7914,75.2997,"-72.7914,75.2997"
"8456",-72.7914,75.2972,"-72.7914,75.2972"
"8457",-72.7911,75.2883,"-72.7911,75.2883"
"8458",-72.7903,75.2833,"-72.7903,75.2833"
"8459",-72.785,75.3022,"-72.785,75.3022"
"8460",-72.7847,75.2989,"-72.7847,75.2989"
"8461",-72.7819,75.3214,"-72.7819,75.3214"
"8462",-72.7825,75.3222,"-72.7825,75.3222"
"8463",-72.7825,75.3264,"-72.7825,75.3264"
"8464",-72.7825,75.3217,"-72.7825,75.3217"
"8465",-72.79,75.2997,"-72.79,75.2997"
"8466",-72.7728,75.3456,"-72.7728,75.3456"
"8467",-72.7733,75.3333,"-72.7733,75.3333"
"8468",-72.7769,75.3308,"-72.7769,75.3308"
"8469",-72.7764,75.3478,"-72.7764,75.3478"
"8470",-72.7744,75.3342,"-72.7744,75.3342"
"8471",-72.7731,75.315,"-72.7731,75.315"
"8472",-72.7733,75.3319,"-72.7733,75.3319"
"8473",-72.7728,75.35,"-72.7728,75.35"
"8474",-72.7731,75.3458,"-72.7731,75.3458"
"8475",-72.7742,75.3311,"-72.7742,75.3311"
"8476",-72.7739,75.3336,"-72.7739,75.3336"
"8477",-72.7736,75.3397,"-72.7736,75.3397"
"8478",-72.7728,75.3378,"-72.7728,75.3378"
"8479",-72.7786,75.33,"-72.7786,75.33"
"8480",-72.7783,75.3303,"-72.7783,75.3303"
"8481",-72.7786,75.3317,"-72.7786,75.3317"
"8482",-72.7786,75.3308,"-72.7786,75.3308"
"8483",-72.7786,75.3297,"-72.7786,75.3297"
"8484",-72.7781,75.3342,"-72.7781,75.3342"
"8485",-72.7775,75.3353,"-72.7775,75.3353"
"8486",-72.7781,75.3372,"-72.7781,75.3372"
"8487",-72.7781,75.3347,"-72.7781,75.3347"
"8488",-72.7778,75.3322,"-72.7778,75.3322"
"8489",-72.7778,75.3325,"-72.7778,75.3325"
"8490",-72.7772,75.3378,"-72.7772,75.3378"
"8491",-72.7772,75.3389,"-72.7772,75.3389"
"8492",-72.7772,75.3408,"-72.7772,75.3408"
"8493",-72.7758,75.3306,"-72.7758,75.3306"
"8494",-72.7756,75.3292,"-72.7756,75.3292"
"8495",-72.775,75.3208,"-72.775,75.3208"
"8496",-72.7744,75.3456,"-72.7744,75.3456"
"8497",-72.7739,75.3364,"-72.7739,75.3364"
"8498",-72.7739,75.3408,"-72.7739,75.3408"
"8499",-72.7739,75.3472,"-72.7739,75.3472"
"8500",-72.7736,75.3444,"-72.7736,75.3444"
"8501",-72.7736,75.3475,"-72.7736,75.3475"
"8502",-72.7733,75.36,"-72.7733,75.36"
"8503",-72.7733,75.3483,"-72.7733,75.3483"
"8504",-72.7733,75.3497,"-72.7733,75.3497"
"8505",-72.7733,75.3386,"-72.7733,75.3386"
"8506",-72.7733,75.3375,"-72.7733,75.3375"
"8507",-72.7736,75.3197,"-72.7736,75.3197"
"8508",-72.7736,75.3222,"-72.7736,75.3222"
"8509",-72.7903,75.2933,"-72.7903,75.2933"
"8510",-72.7903,75.2936,"-72.7903,75.2936"
"8511",-72.7903,75.295,"-72.7903,75.295"
"8512",-72.79,75.2958,"-72.79,75.2958"
"8513",-72.79,75.2972,"-72.79,75.2972"
"8514",-72.79,75.2964,"-72.79,75.2964"
"8515",-72.7903,75.2975,"-72.7903,75.2975"
"8516",-72.7906,75.2814,"-72.7906,75.2814"
"8517",-72.7906,75.2794,"-72.7906,75.2794"
"8518",-72.7906,75.2828,"-72.7906,75.2828"
"8519",-72.7906,75.2769,"-72.7906,75.2769"
"8520",-72.7897,75.2972,"-72.7897,75.2972"
"8521",-72.7897,75.2919,"-72.7897,75.2919"
"8522",-72.79,75.2894,"-72.79,75.2894"
"8523",-72.79,75.2981,"-72.79,75.2981"
"8524",-72.7897,75.2844,"-72.7897,75.2844"
"8525",-72.7897,75.2903,"-72.7897,75.2903"
"8526",-72.7906,75.2989,"-72.7906,75.2989"
"8527",-72.7889,75.2947,"-72.7889,75.2947"
"8528",-72.7889,75.2958,"-72.7889,75.2958"
"8529",-72.7889,75.2975,"-72.7889,75.2975"
"8530",-72.7894,75.2922,"-72.7894,75.2922"
"8531",-72.7892,75.3008,"-72.7892,75.3008"
"8532",-72.7881,75.3039,"-72.7881,75.3039"
"8533",-72.7881,75.3042,"-72.7881,75.3042"
"8534",-72.7881,75.305,"-72.7881,75.305"
"8535",-72.7881,75.3108,"-72.7881,75.3108"
"8536",-72.7878,75.2889,"-72.7878,75.2889"
"8537",-72.7869,75.3044,"-72.7869,75.3044"
"8538",-72.7869,75.3047,"-72.7869,75.3047"
"8539",-72.7869,75.3031,"-72.7869,75.3031"
"8540",-72.7869,75.3153,"-72.7869,75.3153"
"8541",-72.7847,75.2892,"-72.7847,75.2892"
"8542",-72.7847,75.2875,"-72.7847,75.2875"
"8543",-72.7844,75.2903,"-72.7844,75.2903"
"8544",-72.7839,75.3081,"-72.7839,75.3081"
"8545",-72.7847,75.2944,"-72.7847,75.2944"
"8546",-72.7844,75.3258,"-72.7844,75.3258"
"8547",-72.7844,75.3094,"-72.7844,75.3094"
"8548",-72.775,75.3156,"-72.775,75.3156"
"8549",-72.775,75.3175,"-72.775,75.3175"
"8550",-72.775,75.3328,"-72.775,75.3328"
"8551",-72.7744,75.3314,"-72.7744,75.3314"
"8552",-72.7742,75.3256,"-72.7742,75.3256"
"8553",-72.775,75.3389,"-72.775,75.3389"
"8554",-72.7753,75.3389,"-72.7753,75.3389"
"8555",-72.775,75.3417,"-72.775,75.3417"
"8556",-72.7733,75.3222,"-72.7733,75.3222"
"8557",-72.7744,75.3333,"-72.7744,75.3333"
"8558",-72.7747,75.3336,"-72.7747,75.3336"
"8559",-72.7736,75.3225,"-72.7736,75.3225"
"8560",-72.7736,75.3228,"-72.7736,75.3228"
"8561",-72.7736,75.3231,"-72.7736,75.3231"
"8562",-72.7739,75.3239,"-72.7739,75.3239"
"8563",-72.7739,75.3242,"-72.7739,75.3242"
"8564",-72.7739,75.3244,"-72.7739,75.3244"
"8565",-72.7739,75.3247,"-72.7739,75.3247"
"8566",-72.7733,75.3336,"-72.7733,75.3336"
"8567",-72.7733,75.3339,"-72.7733,75.3339"
"8568",-72.7733,75.3342,"-72.7733,75.3342"
"8569",-72.7733,75.3344,"-72.7733,75.3344"
"8570",-72.7742,75.3389,"-72.7742,75.3389"
"8571",-72.775,75.3294,"-72.775,75.3294"
"8572",-72.7747,75.3308,"-72.7747,75.3308"
"8573",-72.775,75.3411,"-72.775,75.3411"
"8574",-72.7772,75.3381,"-72.7772,75.3381"
"8575",-72.7772,75.3383,"-72.7772,75.3383"
"8576",-72.7772,75.3392,"-72.7772,75.3392"
"8577",-72.7786,75.3303,"-72.7786,75.3303"
"8578",-72.7786,75.3314,"-72.7786,75.3314"
"8579",-72.7819,75.3222,"-72.7819,75.3222"
"8580",-72.7819,75.3228,"-72.7819,75.3228"
"8581",-72.7819,75.3231,"-72.7819,75.3231"
"8582",-72.7783,75.3253,"-72.7783,75.3253"
"8583",-72.7783,75.3261,"-72.7783,75.3261"
"8584",-72.7783,75.3269,"-72.7783,75.3269"
"8585",-72.7753,75.3364,"-72.7753,75.3364"
"8586",-72.7753,75.3375,"-72.7753,75.3375"
"8587",-72.7753,75.3381,"-72.7753,75.3381"
"8588",-72.7778,75.3278,"-72.7778,75.3278"
"8589",-72.7778,75.3281,"-72.7778,75.3281"
"8590",-72.7778,75.3283,"-72.7778,75.3283"
"8591",-72.7778,75.3294,"-72.7778,75.3294"
"8592",-72.7778,75.33,"-72.7778,75.33"
"8593",-72.7778,75.3303,"-72.7778,75.3303"
"8594",-72.7781,75.3256,"-72.7781,75.3256"
"8595",-72.7781,75.3258,"-72.7781,75.3258"
"8596",-72.7781,75.3261,"-72.7781,75.3261"
"8597",-72.7781,75.3264,"-72.7781,75.3264"
"8598",-72.7781,75.3267,"-72.7781,75.3267"
"8599",-72.7781,75.3272,"-72.7781,75.3272"
"8600",-72.7781,75.3275,"-72.7781,75.3275"
"8601",-72.7769,75.3233,"-72.7769,75.3233"
"8602",-72.7769,75.3236,"-72.7769,75.3236"
"8603",-72.7769,75.3239,"-72.7769,75.3239"
"8604",-72.7769,75.3247,"-72.7769,75.3247"
"8605",-72.7769,75.3264,"-72.7769,75.3264"
"8606",-72.7769,75.3269,"-72.7769,75.3269"
"8607",-72.7769,75.3272,"-72.7769,75.3272"
"8608",-72.7775,75.3336,"-72.7775,75.3336"
"8609",-72.7775,75.3342,"-72.7775,75.3342"
"8610",-72.7775,75.3344,"-72.7775,75.3344"
"8611",-72.7775,75.3356,"-72.7775,75.3356"
"8612",-72.7764,75.3192,"-72.7764,75.3192"
"8613",-72.7764,75.3194,"-72.7764,75.3194"
"8614",-72.7764,75.3197,"-72.7764,75.3197"
"8615",-72.7764,75.32,"-72.7764,75.32"
"8616",-72.7764,75.3206,"-72.7764,75.3206"
"8617",-72.7764,75.3222,"-72.7764,75.3222"
"8618",-72.7764,75.3225,"-72.7764,75.3225"
"8619",-72.7731,75.34,"-72.7731,75.34"
"8620",-72.7731,75.3403,"-72.7731,75.3403"
"8621",-72.7731,75.3406,"-72.7731,75.3406"
"8622",-72.7731,75.3414,"-72.7731,75.3414"
"8623",-72.7731,75.3417,"-72.7731,75.3417"
"8624",-72.7731,75.3419,"-72.7731,75.3419"
"8625",-72.7731,75.3422,"-72.7731,75.3422"
"8626",-72.7731,75.3425,"-72.7731,75.3425"
"8627",-72.7731,75.3431,"-72.7731,75.3431"
"8628",-72.7731,75.3433,"-72.7731,75.3433"
"8629",-72.7731,75.3436,"-72.7731,75.3436"
"8630",-72.7731,75.3444,"-72.7731,75.3444"
"8631",-72.7731,75.3447,"-72.7731,75.3447"
"8632",-72.7731,75.345,"-72.7731,75.345"
"8633",-72.7731,75.3453,"-72.7731,75.3453"
"8634",-72.7739,75.3411,"-72.7739,75.3411"
"8635",-72.7739,75.3414,"-72.7739,75.3414"
"8636",-72.7739,75.3417,"-72.7739,75.3417"
"8637",-72.7739,75.3422,"-72.7739,75.3422"
"8638",-72.7739,75.3425,"-72.7739,75.3425"
"8639",-72.7739,75.3428,"-72.7739,75.3428"
"8640",-72.7739,75.3433,"-72.7739,75.3433"
"8641",-72.7753,75.3453,"-72.7753,75.3453"
"8642",-72.7753,75.3458,"-72.7753,75.3458"
"8643",-72.7753,75.3461,"-72.7753,75.3461"
"8644",-72.7753,75.3467,"-72.7753,75.3467"
"8645",-72.7753,75.3475,"-72.7753,75.3475"
"8646",-72.775,75.3153,"-72.775,75.3153"
"8647",-72.7764,75.3481,"-72.7764,75.3481"
"8648",-72.7764,75.3483,"-72.7764,75.3483"
"8649",-72.7764,75.3486,"-72.7764,75.3486"
"8650",-72.7764,75.3489,"-72.7764,75.3489"
"8651",-72.7806,75.3453,"-72.7806,75.3453"
"8652",-72.7811,75.3175,"-72.7811,75.3175"
"8653",-72.7811,75.3178,"-72.7811,75.3178"
"8654",-72.7811,75.3192,"-72.7811,75.3192"
"8655",-72.7806,75.3169,"-72.7806,75.3169"
"8656",-72.7828,75.3025,"-72.7828,75.3025"
"8657",-72.7831,75.3028,"-72.7831,75.3028"
"8658",-72.7836,75.2994,"-72.7836,75.2994"
"8659",-72.7836,75.2964,"-72.7836,75.2964"
"8660",-72.7833,75.2967,"-72.7833,75.2967"
"8661",-72.7831,75.2983,"-72.7831,75.2983"
"8662",-72.7825,75.3003,"-72.7825,75.3003"
"8663",-72.7825,75.3006,"-72.7825,75.3006"
"8664",-72.7825,75.3017,"-72.7825,75.3017"
"8665",-72.7822,75.3022,"-72.7822,75.3022"
"8666",-72.7819,75.3025,"-72.7819,75.3025"
"8667",-72.7819,75.3019,"-72.7819,75.3019"
"8668",-72.7822,75.3011,"-72.7822,75.3011"
"8669",-72.7786,75.3153,"-72.7786,75.3153"
"8670",-72.7792,75.3106,"-72.7792,75.3106"
"8671",-72.7789,75.3136,"-72.7789,75.3136"
"8672",-72.7817,75.3039,"-72.7817,75.3039"
"8673",-72.7811,75.2922,"-72.7811,75.2922"
"8674",-72.7814,75.3056,"-72.7814,75.3056"
"8675",-72.7808,75.3022,"-72.7808,75.3022"
"8676",-72.7783,75.3208,"-72.7783,75.3208"
"8677",-72.7789,75.3111,"-72.7789,75.3111"
"8678",-72.7783,75.3119,"-72.7783,75.3119"
"8679",-72.7783,75.3139,"-72.7783,75.3139"
"8680",-72.7797,75.2928,"-72.7797,75.2928"
"8681",-72.7794,75.2953,"-72.7794,75.2953"
"8682",-72.7792,75.2992,"-72.7792,75.2992"
"8683",-72.7792,75.2994,"-72.7792,75.2994"
"8684",-72.7792,75.2997,"-72.7792,75.2997"
"8685",-72.7792,75.3,"-72.7792,75.3"
"8686",-72.7789,75.3014,"-72.7789,75.3014"
"8687",-72.7722,75.34,"-72.7722,75.34"
"8688",-72.7733,75.3392,"-72.7733,75.3392"
"8689",-72.7736,75.3325,"-72.7736,75.3325"
"8690",-72.775,75.3292,"-72.775,75.3292"
"8691",-72.7747,75.3306,"-72.7747,75.3306"
"8692",-72.7728,75.3403,"-72.7728,75.3403"
"8693",-72.7736,75.3203,"-72.7736,75.3203"
"8694",-72.7756,75.3186,"-72.7756,75.3186"
"8695",-72.7792,75.2967,"-72.7792,75.2967"
"8696",-72.7794,75.2992,"-72.7794,75.2992"
"8697",-72.7728,75.3553,"-72.7728,75.3553"
"8698",-72.7722,75.3389,"-72.7722,75.3389"
"8699",-72.7728,75.3333,"-72.7728,75.3333"
"8700",-72.7733,75.3308,"-72.7733,75.3308"
"8701",-72.7744,75.3286,"-72.7744,75.3286"
"8702",-72.7783,75.3022,"-72.7783,75.3022"
"8703",-72.7783,75.3025,"-72.7783,75.3025"
"8704",-72.7786,75.3042,"-72.7786,75.3042"
"8705",-72.7783,75.3111,"-72.7783,75.3111"
"8706",-72.7789,75.3058,"-72.7789,75.3058"
"8707",-72.7778,75.3206,"-72.7778,75.3206"
"8708",-72.7811,75.305,"-72.7811,75.305"
"8709",-72.7792,75.3061,"-72.7792,75.3061"
"8710",-72.7811,75.2869,"-72.7811,75.2869"
"8711",-72.7803,75.2817,"-72.7803,75.2817"
"8712",-72.7803,75.2822,"-72.7803,75.2822"
"8713",-72.7803,75.2861,"-72.7803,75.2861"
"8714",-72.7736,75.3403,"-72.7736,75.3403"
"8715",-72.775,75.3314,"-72.775,75.3314"
"8716",-72.7736,75.3419,"-72.7736,75.3419"
"8717",-72.7747,75.3222,"-72.7747,75.3222"
